"","No","Karakter","Angka"
"7741",7741,"A",28
"7742",7742,"B",5
"7743",7743,"C",8
"7744",7744,"D",17
"7745",7745,"A",20
"7746",7746,"B",-1
"7747",7747,"C",13
"7748",7748,"D",17
"7749",7749,"A",10
"7750",7750,"B",28
"7751",7751,"C",-3
"7752",7752,"D",20
"7753",7753,"A",28
"7754",7754,"B",9
"7755",7755,"C",1
"7756",7756,"D",22
"7757",7757,"A",25
"7758",7758,"B",14
"7759",7759,"C",13
"7760",7760,"D",13
"7761",7761,"A",-9
"7762",7762,"B",7
"7763",7763,"C",14
"7764",7764,"D",-3
"7765",7765,"A",11
"7766",7766,"B",4
"7767",7767,"C",2
"7768",7768,"D",21
"7769",7769,"A",3
"7770",7770,"B",16
"7771",7771,"C",9
"7772",7772,"D",-4
"7773",7773,"A",16
"7774",7774,"B",4
"7775",7775,"C",8
"7776",7776,"D",19
"7777",7777,"A",2
"7778",7778,"B",10
"7779",7779,"C",15
"7780",7780,"D",29
"7781",7781,"A",20
"7782",7782,"B",-1
"7783",7783,"C",9
"7784",7784,"D",9
"7785",7785,"A",15
"7786",7786,"B",-2
"7787",7787,"C",16
"7788",7788,"D",13
"7789",7789,"A",26
"7790",7790,"B",15
"7791",7791,"C",9
"7792",7792,"D",21
"7793",7793,"A",5
"7794",7794,"B",-2
"7795",7795,"C",13
"7796",7796,"D",15
"7797",7797,"A",-6
"7798",7798,"B",0
"7799",7799,"C",5
"7800",7800,"D",23
"7801",7801,"A",15
"7802",7802,"B",29
"7803",7803,"C",17
"7804",7804,"D",15
"7805",7805,"A",35
"7806",7806,"B",3
"7807",7807,"C",14
"7808",7808,"D",3
"7809",7809,"A",5
"7810",7810,"B",18
"7811",7811,"C",2
"7812",7812,"D",26
"7813",7813,"A",23
"7814",7814,"B",29
"7815",7815,"C",-17
"7816",7816,"D",3
"7817",7817,"A",17
"7818",7818,"B",8
"7819",7819,"C",17
"7820",7820,"D",11
"7821",7821,"A",5
"7822",7822,"B",14
"7823",7823,"C",7
"7824",7824,"D",14
"7825",7825,"A",9
"7826",7826,"B",27
"7827",7827,"C",26
"7828",7828,"D",10
"7829",7829,"A",22
"7830",7830,"B",19
"7831",7831,"C",1
"7832",7832,"D",14
"7833",7833,"A",3
"7834",7834,"B",8
"7835",7835,"C",16
"7836",7836,"D",12
"7837",7837,"A",19
"7838",7838,"B",9
"7839",7839,"C",15
"7840",7840,"D",4
"7841",7841,"A",3
"7842",7842,"B",0
"7843",7843,"C",13
"7844",7844,"D",6
"7845",7845,"A",22
"7846",7846,"B",12
"7847",7847,"C",1
"7848",7848,"D",-5
"7849",7849,"A",3
"7850",7850,"B",5
"7851",7851,"C",30
"7852",7852,"D",27
"7853",7853,"A",2
"7854",7854,"B",20
"7855",7855,"C",17
"7856",7856,"D",15
"7857",7857,"A",11
"7858",7858,"B",3
"7859",7859,"C",0
"7860",7860,"D",8
"7861",7861,"A",10
"7862",7862,"B",4
"7863",7863,"C",11
"7864",7864,"D",-3
"7865",7865,"A",34
"7866",7866,"B",2
"7867",7867,"C",16
"7868",7868,"D",6
"7869",7869,"A",10
"7870",7870,"B",11
"7871",7871,"C",24
"7872",7872,"D",9
"7873",7873,"A",3
"7874",7874,"B",13
"7875",7875,"C",0
"7876",7876,"D",-14
"7877",7877,"A",14
"7878",7878,"B",13
"7879",7879,"C",6
"7880",7880,"D",16
"7881",7881,"A",8
"7882",7882,"B",30
"7883",7883,"C",18
"7884",7884,"D",13
"7885",7885,"A",3
"7886",7886,"B",26
"7887",7887,"C",18
"7888",7888,"D",-12
"7889",7889,"A",-5
"7890",7890,"B",4
"7891",7891,"C",6
"7892",7892,"D",10
"7893",7893,"A",5
"7894",7894,"B",-3
"7895",7895,"C",-17
"7896",7896,"D",6
"7897",7897,"A",8
"7898",7898,"B",-3
"7899",7899,"C",2
"7900",7900,"D",6
"7901",7901,"A",30
"7902",7902,"B",10
"7903",7903,"C",13
"7904",7904,"D",14
"7905",7905,"A",-12
"7906",7906,"B",9
"7907",7907,"C",6
"7908",7908,"D",31
"7909",7909,"A",27
"7910",7910,"B",0
"7911",7911,"C",23
"7912",7912,"D",6
"7913",7913,"A",13
"7914",7914,"B",-7
"7915",7915,"C",13
"7916",7916,"D",11
"7917",7917,"A",16
"7918",7918,"B",27
"7919",7919,"C",7
"7920",7920,"D",17
"7921",7921,"A",-9
"7922",7922,"B",18
"7923",7923,"C",26
"7924",7924,"D",-1
"7925",7925,"A",18
"7926",7926,"B",13
"7927",7927,"C",10
"7928",7928,"D",32
"7929",7929,"A",19
"7930",7930,"B",11
"7931",7931,"C",10
"7932",7932,"D",22
"7933",7933,"A",19
"7934",7934,"B",1
"7935",7935,"C",13
"7936",7936,"D",10
"7937",7937,"A",26
"7938",7938,"B",17
"7939",7939,"C",5
"7940",7940,"D",7
"7941",7941,"A",6
"7942",7942,"B",11
"7943",7943,"C",-9
"7944",7944,"D",10
"7945",7945,"A",9
"7946",7946,"B",24
"7947",7947,"C",15
"7948",7948,"D",14
"7949",7949,"A",12
"7950",7950,"B",26
"7951",7951,"C",18
"7952",7952,"D",9
"7953",7953,"A",0
"7954",7954,"B",4
"7955",7955,"C",16
"7956",7956,"D",17
"7957",7957,"A",5
"7958",7958,"B",10
"7959",7959,"C",13
"7960",7960,"D",11
"7961",7961,"A",26
"7962",7962,"B",10
"7963",7963,"C",14
"7964",7964,"D",9
"7965",7965,"A",-9
"7966",7966,"B",21
"7967",7967,"C",17
"7968",7968,"D",4
"7969",7969,"A",20
"7970",7970,"B",-2
"7971",7971,"C",13
"7972",7972,"D",9
"7973",7973,"A",6
"7974",7974,"B",-8
"7975",7975,"C",-2
"7976",7976,"D",5
"7977",7977,"A",5
"7978",7978,"B",21
"7979",7979,"C",12
"7980",7980,"D",13
"7981",7981,"A",12
"7982",7982,"B",9
"7983",7983,"C",25
"7984",7984,"D",4
"7985",7985,"A",7
"7986",7986,"B",-2
"7987",7987,"C",15
"7988",7988,"D",-2
"7989",7989,"A",32
"7990",7990,"B",30
"7991",7991,"C",30
"7992",7992,"D",14
"7993",7993,"A",-10
"7994",7994,"B",0
"7995",7995,"C",19
"7996",7996,"D",-6
"7997",7997,"A",14
"7998",7998,"B",5
"7999",7999,"C",-3
"8000",8000,"D",41
"8001",8001,"A",35
"8002",8002,"B",30
"8003",8003,"C",-3
"8004",8004,"D",9
"8005",8005,"A",10
"8006",8006,"B",4
"8007",8007,"C",6
"8008",8008,"D",12
"8009",8009,"A",24
"8010",8010,"B",13
"8011",8011,"C",16
"8012",8012,"D",15
"8013",8013,"A",20
"8014",8014,"B",3
"8015",8015,"C",14
"8016",8016,"D",3
"8017",8017,"A",20
"8018",8018,"B",18
"8019",8019,"C",10
"8020",8020,"D",10
"8021",8021,"A",6
"8022",8022,"B",-1
"8023",8023,"C",18
"8024",8024,"D",6
"8025",8025,"A",25
"8026",8026,"B",10
"8027",8027,"C",23
"8028",8028,"D",20
"8029",8029,"A",18
"8030",8030,"B",11
"8031",8031,"C",30
"8032",8032,"D",26
"8033",8033,"A",-7
"8034",8034,"B",4
"8035",8035,"C",15
"8036",8036,"D",15
"8037",8037,"A",6
"8038",8038,"B",4
"8039",8039,"C",12
"8040",8040,"D",12
"8041",8041,"A",15
"8042",8042,"B",-9
"8043",8043,"C",3
"8044",8044,"D",-2
"8045",8045,"A",8
"8046",8046,"B",22
"8047",8047,"C",16
"8048",8048,"D",9
"8049",8049,"A",10
"8050",8050,"B",12
"8051",8051,"C",4
"8052",8052,"D",20
"8053",8053,"A",-6
"8054",8054,"B",-5
"8055",8055,"C",-5
"8056",8056,"D",-8
"8057",8057,"A",27
"8058",8058,"B",-5
"8059",8059,"C",8
"8060",8060,"D",16
"8061",8061,"A",22
"8062",8062,"B",7
"8063",8063,"C",29
"8064",8064,"D",13
"8065",8065,"A",-13
"8066",8066,"B",17
"8067",8067,"C",-3
"8068",8068,"D",1
"8069",8069,"A",16
"8070",8070,"B",18
"8071",8071,"C",34
"8072",8072,"D",0
"8073",8073,"A",6
"8074",8074,"B",6
"8075",8075,"C",9
"8076",8076,"D",20
"8077",8077,"A",6
"8078",8078,"B",9
"8079",8079,"C",-9
"8080",8080,"D",17
"8081",8081,"A",-18
"8082",8082,"B",19
"8083",8083,"C",11
"8084",8084,"D",-8
"8085",8085,"A",-9
"8086",8086,"B",0
"8087",8087,"C",13
"8088",8088,"D",14
"8089",8089,"A",0
"8090",8090,"B",7
"8091",8091,"C",26
"8092",8092,"D",21
"8093",8093,"A",7
"8094",8094,"B",20
"8095",8095,"C",12
"8096",8096,"D",-5
"8097",8097,"A",16
"8098",8098,"B",-18
"8099",8099,"C",24
"8100",8100,"D",3
"8101",8101,"A",16
"8102",8102,"B",2
"8103",8103,"C",-1
"8104",8104,"D",5
"8105",8105,"A",29
"8106",8106,"B",11
"8107",8107,"C",12
"8108",8108,"D",18
"8109",8109,"A",23
"8110",8110,"B",19
"8111",8111,"C",18
"8112",8112,"D",12
"8113",8113,"A",3
"8114",8114,"B",17
"8115",8115,"C",-6
"8116",8116,"D",15
"8117",8117,"A",5
"8118",8118,"B",2
"8119",8119,"C",6
"8120",8120,"D",4
"8121",8121,"A",11
"8122",8122,"B",14
"8123",8123,"C",26
"8124",8124,"D",34
"8125",8125,"A",2
"8126",8126,"B",-10
"8127",8127,"C",13
"8128",8128,"D",12
"8129",8129,"A",14
"8130",8130,"B",15
"8131",8131,"C",13
"8132",8132,"D",-4
"8133",8133,"A",14
"8134",8134,"B",10
"8135",8135,"C",10
"8136",8136,"D",-2
"8137",8137,"A",5
"8138",8138,"B",17
"8139",8139,"C",24
"8140",8140,"D",26
"8141",8141,"A",10
"8142",8142,"B",6
"8143",8143,"C",5
"8144",8144,"D",2
"8145",8145,"A",0
"8146",8146,"B",6
"8147",8147,"C",26
"8148",8148,"D",1
"8149",8149,"A",21
"8150",8150,"B",32
"8151",8151,"C",3
"8152",8152,"D",10
"8153",8153,"A",0
"8154",8154,"B",25
"8155",8155,"C",33
"8156",8156,"D",21
"8157",8157,"A",8
"8158",8158,"B",5
"8159",8159,"C",-3
"8160",8160,"D",3
"8161",8161,"A",9
"8162",8162,"B",4
"8163",8163,"C",-6
"8164",8164,"D",6
"8165",8165,"A",9
"8166",8166,"B",6
"8167",8167,"C",6
"8168",8168,"D",-5
"8169",8169,"A",1
"8170",8170,"B",0
"8171",8171,"C",8
"8172",8172,"D",0
"8173",8173,"A",-7
"8174",8174,"B",16
"8175",8175,"C",5
"8176",8176,"D",-12
"8177",8177,"A",29
"8178",8178,"B",0
"8179",8179,"C",13
"8180",8180,"D",7
"8181",8181,"A",8
"8182",8182,"B",-5
"8183",8183,"C",-1
"8184",8184,"D",17
"8185",8185,"A",16
"8186",8186,"B",16
"8187",8187,"C",25
"8188",8188,"D",21
"8189",8189,"A",18
"8190",8190,"B",6
"8191",8191,"C",3
"8192",8192,"D",9
"8193",8193,"A",6
"8194",8194,"B",1
"8195",8195,"C",35
"8196",8196,"D",15
"8197",8197,"A",7
"8198",8198,"B",7
"8199",8199,"C",12
"8200",8200,"D",3
"8201",8201,"A",-4
"8202",8202,"B",28
"8203",8203,"C",14
"8204",8204,"D",7
"8205",8205,"A",10
"8206",8206,"B",4
"8207",8207,"C",20
"8208",8208,"D",19
"8209",8209,"A",30
"8210",8210,"B",11
"8211",8211,"C",6
"8212",8212,"D",1
"8213",8213,"A",1
"8214",8214,"B",23
"8215",8215,"C",15
"8216",8216,"D",12
"8217",8217,"A",8
"8218",8218,"B",19
"8219",8219,"C",0
"8220",8220,"D",17
"8221",8221,"A",-2
"8222",8222,"B",3
"8223",8223,"C",16
"8224",8224,"D",28
"8225",8225,"A",9
"8226",8226,"B",0
"8227",8227,"C",3
"8228",8228,"D",3
"8229",8229,"A",4
"8230",8230,"B",20
"8231",8231,"C",14
"8232",8232,"D",13
"8233",8233,"A",15
"8234",8234,"B",5
"8235",8235,"C",16
"8236",8236,"D",1
"8237",8237,"A",4
"8238",8238,"B",19
"8239",8239,"C",8
"8240",8240,"D",10
"8241",8241,"A",1
"8242",8242,"B",9
"8243",8243,"C",20
"8244",8244,"D",9
"8245",8245,"A",1
"8246",8246,"B",-1
"8247",8247,"C",1
"8248",8248,"D",7
"8249",8249,"A",23
"8250",8250,"B",14
"8251",8251,"C",3
"8252",8252,"D",13
"8253",8253,"A",7
"8254",8254,"B",14
"8255",8255,"C",1
"8256",8256,"D",12
"8257",8257,"A",2
"8258",8258,"B",12
"8259",8259,"C",12
"8260",8260,"D",3
"8261",8261,"A",19
"8262",8262,"B",-3
"8263",8263,"C",10
"8264",8264,"D",21
"8265",8265,"A",8
"8266",8266,"B",7
"8267",8267,"C",11
"8268",8268,"D",6
"8269",8269,"A",23
"8270",8270,"B",44
"8271",8271,"C",16
"8272",8272,"D",6
"8273",8273,"A",17
"8274",8274,"B",3
"8275",8275,"C",-2
"8276",8276,"D",-3
"8277",8277,"A",31
"8278",8278,"B",-2
"8279",8279,"C",-1
"8280",8280,"D",13
"8281",8281,"A",-4
"8282",8282,"B",25
"8283",8283,"C",22
"8284",8284,"D",16
"8285",8285,"A",15
"8286",8286,"B",9
"8287",8287,"C",21
"8288",8288,"D",-1
"8289",8289,"A",15
"8290",8290,"B",12
"8291",8291,"C",6
"8292",8292,"D",13
"8293",8293,"A",5
"8294",8294,"B",0
"8295",8295,"C",20
"8296",8296,"D",4
"8297",8297,"A",-6
"8298",8298,"B",12
"8299",8299,"C",5
"8300",8300,"D",-3
"8301",8301,"A",21
"8302",8302,"B",1
"8303",8303,"C",20
"8304",8304,"D",9
"8305",8305,"A",0
"8306",8306,"B",23
"8307",8307,"C",-9
"8308",8308,"D",18
"8309",8309,"A",19
"8310",8310,"B",26
"8311",8311,"C",43
"8312",8312,"D",6
"8313",8313,"A",13
"8314",8314,"B",6
"8315",8315,"C",14
"8316",8316,"D",19
"8317",8317,"A",9
"8318",8318,"B",9
"8319",8319,"C",12
"8320",8320,"D",-8
"8321",8321,"A",-5
"8322",8322,"B",4
"8323",8323,"C",17
"8324",8324,"D",12
"8325",8325,"A",23
"8326",8326,"B",-6
"8327",8327,"C",27
"8328",8328,"D",9
"8329",8329,"A",2
"8330",8330,"B",14
"8331",8331,"C",12
"8332",8332,"D",7
"8333",8333,"A",17
"8334",8334,"B",13
"8335",8335,"C",0
"8336",8336,"D",21
"8337",8337,"A",9
"8338",8338,"B",-2
"8339",8339,"C",16
"8340",8340,"D",22
"8341",8341,"A",11
"8342",8342,"B",18
"8343",8343,"C",33
"8344",8344,"D",22
"8345",8345,"A",-2
"8346",8346,"B",16
"8347",8347,"C",24
"8348",8348,"D",3
"8349",8349,"A",18
"8350",8350,"B",19
"8351",8351,"C",28
"8352",8352,"D",-1
"8353",8353,"A",-2
"8354",8354,"B",24
"8355",8355,"C",29
"8356",8356,"D",22
"8357",8357,"A",-4
"8358",8358,"B",-1
"8359",8359,"C",1
"8360",8360,"D",4
"8361",8361,"A",-3
"8362",8362,"B",8
"8363",8363,"C",3
"8364",8364,"D",20
"8365",8365,"A",9
"8366",8366,"B",29
"8367",8367,"C",7
"8368",8368,"D",10
"8369",8369,"A",26
"8370",8370,"B",8
"8371",8371,"C",25
"8372",8372,"D",12
"8373",8373,"A",11
"8374",8374,"B",20
"8375",8375,"C",9
"8376",8376,"D",11
"8377",8377,"A",0
"8378",8378,"B",4
"8379",8379,"C",5
"8380",8380,"D",10
"8381",8381,"A",-2
"8382",8382,"B",26
"8383",8383,"C",12
"8384",8384,"D",15
"8385",8385,"A",9
"8386",8386,"B",17
"8387",8387,"C",21
"8388",8388,"D",-7
"8389",8389,"A",4
"8390",8390,"B",19
"8391",8391,"C",14
"8392",8392,"D",4
"8393",8393,"A",0
"8394",8394,"B",18
"8395",8395,"C",10
"8396",8396,"D",17
"8397",8397,"A",21
"8398",8398,"B",6
"8399",8399,"C",17
"8400",8400,"D",18
"8401",8401,"A",11
"8402",8402,"B",15
"8403",8403,"C",9
"8404",8404,"D",22
"8405",8405,"A",-9
"8406",8406,"B",20
"8407",8407,"C",5
"8408",8408,"D",5
"8409",8409,"A",21
"8410",8410,"B",28
"8411",8411,"C",10
"8412",8412,"D",9
"8413",8413,"A",11
"8414",8414,"B",9
"8415",8415,"C",18
"8416",8416,"D",25
"8417",8417,"A",9
"8418",8418,"B",27
"8419",8419,"C",29
"8420",8420,"D",20
"8421",8421,"A",9
"8422",8422,"B",9
"8423",8423,"C",-1
"8424",8424,"D",22
"8425",8425,"A",6
"8426",8426,"B",14
"8427",8427,"C",6
"8428",8428,"D",21
"8429",8429,"A",11
"8430",8430,"B",4
"8431",8431,"C",9
"8432",8432,"D",24
"8433",8433,"A",13
"8434",8434,"B",30
"8435",8435,"C",18
"8436",8436,"D",23
"8437",8437,"A",5
"8438",8438,"B",14
"8439",8439,"C",4
"8440",8440,"D",15
"8441",8441,"A",23
"8442",8442,"B",0
"8443",8443,"C",17
"8444",8444,"D",12
"8445",8445,"A",12
"8446",8446,"B",16
"8447",8447,"C",14
"8448",8448,"D",10
"8449",8449,"A",4
"8450",8450,"B",-9
"8451",8451,"C",5
"8452",8452,"D",13
"8453",8453,"A",2
"8454",8454,"B",5
"8455",8455,"C",9
"8456",8456,"D",18
"8457",8457,"A",6
"8458",8458,"B",-7
"8459",8459,"C",24
"8460",8460,"D",14
"8461",8461,"A",10
"8462",8462,"B",15
"8463",8463,"C",5
"8464",8464,"D",9
"8465",8465,"A",11
"8466",8466,"B",-2
"8467",8467,"C",-4
"8468",8468,"D",11
"8469",8469,"A",15
"8470",8470,"B",27
"8471",8471,"C",12
"8472",8472,"D",2
"8473",8473,"A",-11
"8474",8474,"B",5
"8475",8475,"C",-6
"8476",8476,"D",-7
"8477",8477,"A",12
"8478",8478,"B",30
"8479",8479,"C",8
"8480",8480,"D",16
"8481",8481,"A",13
"8482",8482,"B",6
"8483",8483,"C",0
"8484",8484,"D",11
"8485",8485,"A",4
"8486",8486,"B",35
"8487",8487,"C",19
"8488",8488,"D",14
"8489",8489,"A",-1
"8490",8490,"B",28
"8491",8491,"C",2
"8492",8492,"D",-9
"8493",8493,"A",25
"8494",8494,"B",7
"8495",8495,"C",3
"8496",8496,"D",-9
"8497",8497,"A",19
"8498",8498,"B",-14
"8499",8499,"C",21
"8500",8500,"D",22
"8501",8501,"A",4
"8502",8502,"B",20
"8503",8503,"C",19
"8504",8504,"D",0
"8505",8505,"A",11
"8506",8506,"B",-2
"8507",8507,"C",5
"8508",8508,"D",6
"8509",8509,"A",17
"8510",8510,"B",19
"8511",8511,"C",-4
"8512",8512,"D",31
"8513",8513,"A",17
"8514",8514,"B",15
"8515",8515,"C",14
"8516",8516,"D",23
"8517",8517,"A",11
"8518",8518,"B",21
"8519",8519,"C",4
"8520",8520,"D",0
"8521",8521,"A",5
"8522",8522,"B",2
"8523",8523,"C",-4
"8524",8524,"D",-8
"8525",8525,"A",7
"8526",8526,"B",13
"8527",8527,"C",23
"8528",8528,"D",6
"8529",8529,"A",12
"8530",8530,"B",14
"8531",8531,"C",-17
"8532",8532,"D",21
"8533",8533,"A",7
"8534",8534,"B",12
"8535",8535,"C",16
"8536",8536,"D",8
"8537",8537,"A",20
"8538",8538,"B",15
"8539",8539,"C",20
"8540",8540,"D",14
"8541",8541,"A",8
"8542",8542,"B",-8
"8543",8543,"C",-4
"8544",8544,"D",2
"8545",8545,"A",21
"8546",8546,"B",16
"8547",8547,"C",11
"8548",8548,"D",5
"8549",8549,"A",5
"8550",8550,"B",3
"8551",8551,"C",16
"8552",8552,"D",11
"8553",8553,"A",14
"8554",8554,"B",21
"8555",8555,"C",4
"8556",8556,"D",2
"8557",8557,"A",19
"8558",8558,"B",14
"8559",8559,"C",-4
"8560",8560,"D",11
"8561",8561,"A",26
"8562",8562,"B",23
"8563",8563,"C",16
"8564",8564,"D",18
"8565",8565,"A",-9
"8566",8566,"B",7
"8567",8567,"C",27
"8568",8568,"D",5
"8569",8569,"A",-8
"8570",8570,"B",17
"8571",8571,"C",-3
"8572",8572,"D",17
"8573",8573,"A",7
"8574",8574,"B",6
"8575",8575,"C",14
"8576",8576,"D",11
"8577",8577,"A",16
"8578",8578,"B",-13
"8579",8579,"C",18
"8580",8580,"D",25
"8581",8581,"A",2
"8582",8582,"B",13
"8583",8583,"C",15
"8584",8584,"D",21
"8585",8585,"A",22
"8586",8586,"B",11
"8587",8587,"C",17
"8588",8588,"D",21
"8589",8589,"A",3
"8590",8590,"B",32
"8591",8591,"C",9
"8592",8592,"D",33
"8593",8593,"A",10
"8594",8594,"B",18
"8595",8595,"C",6
"8596",8596,"D",14
"8597",8597,"A",7
"8598",8598,"B",18
"8599",8599,"C",10
"8600",8600,"D",-3
"8601",8601,"A",17
"8602",8602,"B",30
"8603",8603,"C",24
"8604",8604,"D",11
"8605",8605,"A",1
"8606",8606,"B",1
"8607",8607,"C",15
"8608",8608,"D",-7
"8609",8609,"A",10
"8610",8610,"B",11
"8611",8611,"C",19
"8612",8612,"D",0
"8613",8613,"A",1
"8614",8614,"B",16
"8615",8615,"C",-8
"8616",8616,"D",23
"8617",8617,"A",19
"8618",8618,"B",1
"8619",8619,"C",-3
"8620",8620,"D",16
"8621",8621,"A",15
"8622",8622,"B",10
"8623",8623,"C",-8
"8624",8624,"D",3
"8625",8625,"A",23
"8626",8626,"B",17
"8627",8627,"C",-8
"8628",8628,"D",15
"8629",8629,"A",5
"8630",8630,"B",14
"8631",8631,"C",7
"8632",8632,"D",22
"8633",8633,"A",23
"8634",8634,"B",4
"8635",8635,"C",-1
"8636",8636,"D",-5
"8637",8637,"A",34
"8638",8638,"B",-2
"8639",8639,"C",14
"8640",8640,"D",17
"8641",8641,"A",-13
"8642",8642,"B",11
"8643",8643,"C",-3
"8644",8644,"D",21
"8645",8645,"A",14
"8646",8646,"B",5
"8647",8647,"C",5
"8648",8648,"D",2
"8649",8649,"A",11
"8650",8650,"B",19
"8651",8651,"C",19
"8652",8652,"D",8
"8653",8653,"A",6
"8654",8654,"B",10
"8655",8655,"C",21
"8656",8656,"D",10
"8657",8657,"A",17
"8658",8658,"B",6
"8659",8659,"C",-3
"8660",8660,"D",21
"8661",8661,"A",-6
"8662",8662,"B",-1
"8663",8663,"C",12
"8664",8664,"D",20
"8665",8665,"A",17
"8666",8666,"B",-22
"8667",8667,"C",4
"8668",8668,"D",3
"8669",8669,"A",4
"8670",8670,"B",1
"8671",8671,"C",23
"8672",8672,"D",-2
"8673",8673,"A",-3
"8674",8674,"B",-11
"8675",8675,"C",7
"8676",8676,"D",-1
"8677",8677,"A",18
"8678",8678,"B",14
"8679",8679,"C",-5
"8680",8680,"D",23
"8681",8681,"A",21
"8682",8682,"B",9
"8683",8683,"C",12
"8684",8684,"D",10
"8685",8685,"A",18
"8686",8686,"B",8
"8687",8687,"C",23
"8688",8688,"D",-6
"8689",8689,"A",9
"8690",8690,"B",9
"8691",8691,"C",17
"8692",8692,"D",10
"8693",8693,"A",19
"8694",8694,"B",13
"8695",8695,"C",26
"8696",8696,"D",10
"8697",8697,"A",37
"8698",8698,"B",7
"8699",8699,"C",22
"8700",8700,"D",22
"8701",8701,"A",5
"8702",8702,"B",8
"8703",8703,"C",8
"8704",8704,"D",6
"8705",8705,"A",19
"8706",8706,"B",2
"8707",8707,"C",5
"8708",8708,"D",11
"8709",8709,"A",6
"8710",8710,"B",-2
"8711",8711,"C",12
"8712",8712,"D",1
"8713",8713,"A",21
"8714",8714,"B",14
"8715",8715,"C",13
"8716",8716,"D",-2
"8717",8717,"A",14
"8718",8718,"B",-2
"8719",8719,"C",13
"8720",8720,"D",-10
"8721",8721,"A",10
"8722",8722,"B",3
"8723",8723,"C",2
"8724",8724,"D",4
"8725",8725,"A",1
"8726",8726,"B",14
"8727",8727,"C",-1
"8728",8728,"D",9
"8729",8729,"A",16
"8730",8730,"B",8
"8731",8731,"C",-4
"8732",8732,"D",13
"8733",8733,"A",3
"8734",8734,"B",12
"8735",8735,"C",24
"8736",8736,"D",17
"8737",8737,"A",-1
"8738",8738,"B",12
"8739",8739,"C",34
"8740",8740,"D",2
"8741",8741,"A",9
"8742",8742,"B",2
"8743",8743,"C",8
"8744",8744,"D",7
"8745",8745,"A",-3
"8746",8746,"B",6
"8747",8747,"C",24
"8748",8748,"D",-2
"8749",8749,"A",4
"8750",8750,"B",4
"8751",8751,"C",-2
"8752",8752,"D",24
"8753",8753,"A",21
"8754",8754,"B",-14
"8755",8755,"C",-7
"8756",8756,"D",9
"8757",8757,"A",5
"8758",8758,"B",27
"8759",8759,"C",25
"8760",8760,"D",33
"8761",8761,"A",10
"8762",8762,"B",14
"8763",8763,"C",-8
"8764",8764,"D",18
"8765",8765,"A",4
"8766",8766,"B",21
"8767",8767,"C",-16
"8768",8768,"D",12
"8769",8769,"A",12
"8770",8770,"B",7
"8771",8771,"C",18
"8772",8772,"D",18
"8773",8773,"A",1
"8774",8774,"B",9
"8775",8775,"C",21
"8776",8776,"D",28
"8777",8777,"A",19
"8778",8778,"B",1
"8779",8779,"C",2
"8780",8780,"D",0
"8781",8781,"A",14
"8782",8782,"B",5
"8783",8783,"C",8
"8784",8784,"D",11
"8785",8785,"A",16
"8786",8786,"B",17
"8787",8787,"C",35
"8788",8788,"D",2
"8789",8789,"A",2
"8790",8790,"B",22
"8791",8791,"C",-3
"8792",8792,"D",10
"8793",8793,"A",0
"8794",8794,"B",13
"8795",8795,"C",-4
"8796",8796,"D",1
"8797",8797,"A",4
"8798",8798,"B",30
"8799",8799,"C",8
"8800",8800,"D",3
"8801",8801,"A",14
"8802",8802,"B",10
"8803",8803,"C",2
"8804",8804,"D",14
"8805",8805,"A",15
"8806",8806,"B",9
"8807",8807,"C",23
"8808",8808,"D",-17
"8809",8809,"A",13
"8810",8810,"B",1
"8811",8811,"C",17
"8812",8812,"D",11
"8813",8813,"A",1
"8814",8814,"B",18
"8815",8815,"C",16
"8816",8816,"D",26
"8817",8817,"A",13
"8818",8818,"B",8
"8819",8819,"C",2
"8820",8820,"D",5
"8821",8821,"A",11
"8822",8822,"B",13
"8823",8823,"C",28
"8824",8824,"D",27
"8825",8825,"A",21
"8826",8826,"B",14
"8827",8827,"C",2
"8828",8828,"D",13
"8829",8829,"A",11
"8830",8830,"B",2
"8831",8831,"C",28
"8832",8832,"D",24
"8833",8833,"A",18
"8834",8834,"B",28
"8835",8835,"C",13
"8836",8836,"D",10
"8837",8837,"A",14
"8838",8838,"B",4
"8839",8839,"C",1
"8840",8840,"D",23
"8841",8841,"A",2
"8842",8842,"B",6
"8843",8843,"C",3
"8844",8844,"D",11
"8845",8845,"A",12
"8846",8846,"B",6
"8847",8847,"C",10
"8848",8848,"D",12
"8849",8849,"A",13
"8850",8850,"B",7
"8851",8851,"C",4
"8852",8852,"D",-5
"8853",8853,"A",8
"8854",8854,"B",10
"8855",8855,"C",13
"8856",8856,"D",27
"8857",8857,"A",11
"8858",8858,"B",20
"8859",8859,"C",13
"8860",8860,"D",-23
"8861",8861,"A",8
"8862",8862,"B",0
"8863",8863,"C",22
"8864",8864,"D",21
"8865",8865,"A",4
"8866",8866,"B",-5
"8867",8867,"C",5
"8868",8868,"D",-10
"8869",8869,"A",7
"8870",8870,"B",-4
"8871",8871,"C",-1
"8872",8872,"D",8
"8873",8873,"A",11
"8874",8874,"B",19
"8875",8875,"C",8
"8876",8876,"D",18
"8877",8877,"A",12
"8878",8878,"B",19
"8879",8879,"C",3
"8880",8880,"D",22
"8881",8881,"A",9
"8882",8882,"B",-11
"8883",8883,"C",15
"8884",8884,"D",1
"8885",8885,"A",1
"8886",8886,"B",38
"8887",8887,"C",17
"8888",8888,"D",7
"8889",8889,"A",12
"8890",8890,"B",12
"8891",8891,"C",20
"8892",8892,"D",-1
